mean,std,var,skewness,kurtosis,range,coef_variation,prop_saturated,unique_ratio,prop_repeated,ks_normal,mass_near_zero,asymmetry,var_start,var_end,var_ratio_end_start,acf_lag1,acf_lag2,acf_lag3,acf_lag5,acf_lag10,acf_lag20,acf_decay_slope,acf_auc,psd_slope,psd_slope_std,spectral_entropy,peak_ratio,permutation_entropy,ar1_error,mean_cross_corr,std_cross_corr,max_cross_corr,n_classes,class_balance,n_samples,n_channels,t_len,total_points,name,is_synthetic
-1.3176270723342896,1.2670031785964966,1.6052970886230469,0.25847122073173523,-1.6549863815307617,4.030750274658203,0.9615795016288757,0.5011803588290841,0.0006137865911237016,0.9993862134088763,0.3353406478623196,0.0,-0.15741834044456482,0.04643130674958229,0.011332375928759575,0.2440675050020218,0.9779829248179038,0.968327398924457,0.9567340901563653,0.9351554734860587,0.8566966440043988,0.5415489427683625,-0.02288659916586911,5.236445474157547,-1.370370584889746,0.10253612167876289,1.1748161315917969,0.5137931704521179,0.48780748157541776,0.12296930700540543,0.08649263843002761,0.05924801173090263,0.15666307299084928,10,0.75,30,2,353,21180,synthetic_0,1
0.3820706605911255,0.25825560092926025,0.06669595837593079,0.26117557287216187,-0.8591375350952148,1.01508367061615,0.675936758518219,0.024910678840809844,6.035213458794245e-05,0.999939647865412,0.20008970830042905,0.10205277727111789,-0.23620006442070007,0.02147836610674858,0.018537787720561028,0.8630907535552979,-0.023180104672711623,-0.016050043687411454,-0.0010574064735412658,0.015484148788193005,0.03549647713904966,-0.028519873468248483,-0.00028840134941952487,0.11978805422915549,0.0164029147834854,0.26802867595468144,2.732560873031616,0.13123370707035065,0.8916446406920417,1.7088286876678467,0.14384917836276864,0.18370783653192876,0.9758725664962392,8,0.9936708860759493,2519,4,74,745624,synthetic_1,1
0.4790355861186981,0.12863725423812866,0.016547543928027153,1.586270809173584,13.653997421264648,1.6563092470169067,0.2685338258743286,0.006896551724137931,0.4942528735632184,0.5057471264367817,0.07723927321725632,0.0011494252873563218,-0.07785813510417938,0.02438914217054844,0.010326391085982323,0.42340099811553955,0.2555266737803745,0.1325404684419332,0.079859467860686,-0.04902960404269389,-0.1412688485450096,0.0,-0.0406237943483757,0.6582250626706971,-0.601210266852355,0.4442956524332789,1.8646091222763062,0.2921314835548401,1.0,1.3597170114517212,0.0,0.0,0.0,7,0.6666666666666666,30,1,29,870,synthetic_2,1
1.0569337606430054,0.8480409979820251,0.7191734910011292,4.497090685617877e-06,-1.1999621391296387,2.9376914501190186,0.8023596405982971,0.5534143206600606,0.9809103933735966,0.019089606626403355,0.06137740338592068,0.0680800291148979,-1.2229606909386348e-05,0.1418267786502838,0.2329905480146408,1.6427823305130005,0.7100074856014629,0.7040538437026079,0.7008987598431832,0.68769747468949,0.6691302659826877,0.6118267184289464,-0.005090393658626286,4.083614548248378,-0.41973355163976966,0.0942851620665683,3.6345088481903076,0.20196767151355743,1.0,0.5469594597816467,0.0,0.0,0.0,6,0.9970104633781763,4005,1,271,1085355,synthetic_3,1
-1.31345796585083,1.3541615009307861,1.833753228187561,-1.8849245309829712,5.675264358520508,12.671445846557617,1.030989646911621,0.5218543046357615,0.9993377483443708,0.0006622516556291647,0.14854304676812424,0.10662251655629139,-0.2218824177980423,0.04667743295431137,1.081307053565979,23.165515899658203,0.4328438167192563,0.4406669628247327,0.4003380147533463,0.3537841056339474,0.25419836340490504,0.05275815552028047,-0.02062499151165245,1.9345894188564683,-0.3738117236093788,0.1882607260196555,3.1632001399993896,0.21297626197338104,1.0,0.9689801931381226,0.0,0.0,0.0,4,0.5,10,1,151,1510,synthetic_4,1
-0.33039000630378723,0.3118484318256378,0.09724944829940796,0.11111081391572952,-0.8861067295074463,1.9125046730041504,0.9438797235488892,0.01531055900621118,0.5041925465838509,0.49580745341614907,0.07134682019256716,0.18527950310559005,0.0779397040605545,0.02861437201499939,0.029599081724882126,1.0344127416610718,0.14079417083962825,0.12394205186221945,0.12738054028573723,0.12272222218006883,0.13795920687442892,0.1175058985388266,-0.0005779919116307917,0.7703040905809093,-0.02349923422053978,0.06638507659677709,4.754337787628174,0.02229016087949276,1.0,1.4525701999664307,0.017945990408443746,0.014142190085737347,0.04875640051690027,9,0.5,20,2,805,32200,synthetic_5,1
0.5057967305183411,0.298153281211853,0.08889537304639816,-0.3262498676776886,-1.0297844409942627,1.329946756362915,0.5894725322723389,0.05243317340644277,0.30031985378112863,0.6996801462188713,0.11009389090949218,0.10452364633310486,-0.05642497539520264,0.08732455223798752,0.0838315561413765,0.9599997401237488,-0.042679703950983396,0.043810205942101,-0.08647772925824194,0.04496194050423952,0.0,0.0,0.013871629860299838,0.21792957965556586,0.039109085180052267,0.8204030200528502,1.3707844018936157,0.3849959075450897,0.9921726462849174,1.8474023342132568,0.0,0.0,0.0,2,0.9960159362549801,500,1,18,9000,synthetic_6,1
-0.7296571731567383,0.014799811877310276,0.0002190344239352271,0.0020759794861078262,-0.012928962707519531,0.13540208339691162,0.02028324082493782,0.0,0.8068473971619898,0.19315260283801017,0.009245613664526697,0.0,0.00014498601376544684,0.00021776850917376578,0.00020594621310010552,0.9456682205200195,0.003449490815087471,0.001477964249067953,-0.0007052504157108953,-0.0015559458809341873,0.0052138854742189026,-0.01352582420548996,-0.0007081347493386693,0.02592836104050937,-0.009436305428561798,0.10282750883605095,4.4183855056762695,0.032722484320402145,1.0,1.9802782535552979,0.0,0.0,0.0,2,0.9980506822612085,1024,1,392,401408,synthetic_7,1
0.16905386745929718,0.60724276304245,0.36874377727508545,-1.0535428524017334,4.572730541229248,5.963805198669434,3.5920071601867676,0.12307692307692308,0.26790450928381965,0.7320954907161803,0.23693034250120915,0.12122015915119363,-0.07822927087545395,0.36790207028388977,0.29792261123657227,0.8097878098487854,-0.0010519146691072873,0.024039016945036566,0.07238741919683782,-0.018732955871801456,0.005107945648064087,0.0,-0.002396553017968741,0.12131925233084723,-0.09165041699270239,0.5949173747576328,1.83566415309906,0.2688376009464264,0.9966081467234642,1.4423309564590454,0.19822888065475816,0.1622592290588925,0.7057134097486114,7,0.9,130,3,29,11310,synthetic_8,1
0.557701826095581,0.7295736074447632,0.5322776436805725,1.1351375579833984,0.27811384201049805,3.6186904907226562,1.3081786632537842,0.19981684981684983,0.3241758241758242,0.6758241758241759,0.1850131119658971,0.14542124542124543,0.29327771067619324,0.3382130265235901,0.33892884850502014,1.0021164417266846,0.012527525683056151,0.004278570543502189,0.032778529467067545,0.038943683787833375,0.01658348722563195,0.005039407241406336,-0.0006642815291172847,0.11015120394849755,0.01322991874394477,0.22300317919245238,2.966360092163086,0.10428870469331741,1.0,1.4869316816329956,0.0815501951762587,0.048783443597735635,0.19165885049904438,9,0.6666666666666666,40,3,91,10920,synthetic_9,1
